출발역 이름,출발역 광역지자체,출발역 기초지자체,출발역 위도,출발역 경도,도착역 이름,도착역 광역지자체,도착역 기초지자체,도착역 위도,도착역 경도,요금
강경,충청남도,논산시,36.15424361,127.0155232,곡성,전라남도,곡성군,35.2836103,127.3036839,8100
강경,충청남도,논산시,36.15424361,127.0155232,광주,광주광역시,북구,35.16530024,126.9093335,8900
강경,충청남도,논산시,36.15424361,127.0155232,광주송정,광주광역시,광산구,35.13766751,126.790805,8100
강경,충청남도,논산시,36.15424361,127.0155232,구례구,전라남도,순천시,35.1634297,127.4525786,9400
강경,충청남도,논산시,36.15424361,127.0155232,극락강,광주광역시,광산구,35.1761812,126.8302949,8400
강경,충청남도,논산시,36.15424361,127.0155232,김제,전라북도,김제시,35.79248017,126.902986,2900
강경,충청남도,논산시,36.15424361,127.0155232,나주,전라남도,나주시,35.01407834,126.7171749,9100
강경,충청남도,논산시,36.15424361,127.0155232,남원,전라북도,남원시,35.41123171,127.36139,6900
강경,충청남도,논산시,36.15424361,127.0155232,능주,전라남도,화순군,34.98668588,126.9639924,10200
강경,충청남도,논산시,36.15424361,127.0155232,다시,전라남도,나주시,35.01667787,126.6411257,9600
강경,충청남도,논산시,36.15424361,127.0155232,득량,전라남도,보성군,34.7614922,127.1701628,12900
강경,충청남도,논산시,36.15424361,127.0155232,명봉,전라남도,보성군,34.82787046,127.0754666,11800
강경,충청남도,논산시,36.15424361,127.0155232,목포,전라남도,목포시,34.79113446,126.3865755,12400
강경,충청남도,논산시,36.15424361,127.0155232,몽탄,전라남도,무안군,34.92986522,126.5032265,11000
강경,충청남도,논산시,36.15424361,127.0155232,무안,전라남도,무안군,34.96271635,126.5169426,10700
강경,충청남도,논산시,36.15424361,127.0155232,백양사,전라남도,장성군,35.43139575,126.8080975,5700
강경,충청남도,논산시,36.15424361,127.0155232,벌교,전라남도,보성군,34.84204261,127.3453052,14200
강경,충청남도,논산시,36.15424361,127.0155232,보성,전라남도,보성군,34.76703189,127.0816462,12300
강경,충청남도,논산시,36.15424361,127.0155232,삼례,전라북도,완주군,35.9042244,127.066266,2600
강경,충청남도,논산시,36.15424361,127.0155232,서광주,광주광역시,서구,35.12531641,126.8470984,8400
강경,충청남도,논산시,36.15424361,127.0155232,순천,전라남도,순천시,34.9458018,127.5030853,13450
강경,충청남도,논산시,36.15424361,127.0155232,신태인,전라북도,정읍시,35.68799552,126.8844467,3700
강경,충청남도,논산시,36.15424361,127.0155232,여수EXPO,전라남도,여수시,34.75306664,127.7486407,13500
강경,충청남도,논산시,36.15424361,127.0155232,여천,전라남도,여수시,34.77913289,127.6641677,12800
강경,충청남도,논산시,36.15424361,127.0155232,예당,전라남도,보성군,34.77864927,127.2022956,13200
강경,충청남도,논산시,36.15424361,127.0155232,오수,전라북도,임실군,35.5429081,127.3205767,5900
강경,충청남도,논산시,36.15424361,127.0155232,이양,전라남도,화순군,34.8916083,126.9897559,10900
강경,충청남도,논산시,36.15424361,127.0155232,익산,전라북도,익산시,35.94053258,126.9457173,2600
강경,충청남도,논산시,36.15424361,127.0155232,일로,전라남도,무안군,34.84844236,126.4777239,11600
강경,충청남도,논산시,36.15424361,127.0155232,임성리,전라남도,목포시,34.82071561,126.4349908,12000
강경,충청남도,논산시,36.15424361,127.0155232,임실,전라북도,임실군,35.63292561,127.2899234,5200
강경,충청남도,논산시,36.15424361,127.0155232,장성,전라남도,장성군,35.30002217,126.7801939,6700
강경,충청남도,논산시,36.15424361,127.0155232,전주,전라북도,전주시 덕진구,35.84985312,127.1618034,3400
강경,충청남도,논산시,36.15424361,127.0155232,정읍,전라북도,정읍시,35.57550653,126.8422496,4600
강경,충청남도,논산시,36.15424361,127.0155232,조성,전라남도,보성군,34.80679327,127.2480374,13500
강경,충청남도,논산시,36.15424361,127.0155232,함열,전라북도,익산시,36.08017404,126.956959,2600
강경,충청남도,논산시,36.15424361,127.0155232,함평,전라남도,함평군,35.02393589,126.5387342,10300
강경,충청남도,논산시,36.15424361,127.0155232,화순,전라남도,화순군,35.05154507,126.9621839,9600
강경,충청남도,논산시,36.15424361,127.0155232,효천,광주광역시,남구,35.10289439,126.8775744,8700
강구,경상북도,영덕군,36.35230668,129.3719731,동대구,대구광역시,동구,35.87932399,128.6283938,9300
강구,경상북도,영덕군,36.35230668,129.3719731,서경주,경상북도,경주시,35.8847415,129.1803472,3800
강구,경상북도,영덕군,36.35230668,129.3719731,아화,경상북도,경주시,35.89782388,129.0515721,6000
강구,경상북도,영덕군,36.35230668,129.3719731,안강,경상북도,경주시,35.9707319,129.2331083,3100
강구,경상북도,영덕군,36.35230668,129.3719731,영천,경상북도,영천시,35.95952142,128.9391646,7000
강구,경상북도,영덕군,36.35230668,129.3719731,월포,경상북도,포항시 북구,36.20408746,129.3667346,2600
강구,경상북도,영덕군,36.35230668,129.3719731,장사,경상북도,영덕군,36.2844065,129.369466,2600
강구,경상북도,영덕군,36.35230668,129.3719731,포항,경상북도,포항시 북구,36.07160518,129.3419282,2600
강구,경상북도,영덕군,36.35230668,129.3719731,하양,경상북도,경산시,35.90992895,128.8182343,7900
강릉,강원도,강릉시,37.76452356,128.8996276,강구,경상북도,영덕군,36.35230668,129.3719731,12000
강릉,강원도,강릉시,37.76452356,128.8996276,고래불,경상북도,영덕군,36.60258315,129.4064732,10200
강릉,강원도,강릉시,37.76452356,128.8996276,근덕,강원도,삼척시,37.31457444,129.2773882,4700
강릉,강원도,강릉시,37.76452356,128.8996276,기성,경상북도,울진군,36.79039778,129.4478355,8800
강릉,강원도,강릉시,37.76452356,128.8996276,동대구,대구광역시,동구,35.87932399,128.6283938,21300
강릉,강원도,강릉시,37.76452356,128.8996276,동해,강원도,동해시,37.49819799,129.1237942,2900
강릉,강원도,강릉시,37.76452356,128.8996276,매화,경상북도,울진군,36.88278264,129.4100746,8100
강릉,강원도,강릉시,37.76452356,128.8996276,묵호,강원도,동해시,37.54682398,129.1076923,2600
강릉,강원도,강릉시,37.76452356,128.8996276,삼척,강원도,삼척시,37.4300681,129.1787396,3700
강릉,강원도,강릉시,37.76452356,128.8996276,삼척해변,강원도,삼척시,37.46833782,129.1662935,3400
강릉,강원도,강릉시,37.76452356,128.8996276,서경주,경상북도,경주시,35.8847415,129.1803472,15800
강릉,강원도,강릉시,37.76452356,128.8996276,아화,경상북도,경주시,35.89782388,129.0515721,18000
강릉,강원도,강릉시,37.76452356,128.8996276,안강,경상북도,경주시,35.9707319,129.2331083,15100
강릉,강원도,강릉시,37.76452356,128.8996276,영덕,경상북도,영덕군,36.41029112,129.3774273,11600
강릉,강원도,강릉시,37.76452356,128.8996276,영천,경상북도,영천시,35.95952142,128.9391646,19000
강릉,강원도,강릉시,37.76452356,128.8996276,영해,경상북도,영덕군,36.53830429,129.3966546,10700
강릉,강원도,강릉시,37.76452356,128.8996276,옥원,강원도,삼척시,37.18397671,129.324461,5700
강릉,강원도,강릉시,37.76452356,128.8996276,울진,경상북도,울진군,36.98276562,129.3949026,7300
강릉,강원도,강릉시,37.76452356,128.8996276,월포,경상북도,포항시 북구,36.20408746,129.3667346,13100
강릉,강원도,강릉시,37.76452356,128.8996276,임원,강원도,삼척시,37.24059909,129.3267326,5300
강릉,강원도,강릉시,37.76452356,128.8996276,장사,경상북도,영덕군,36.2844065,129.369466,12500
강릉,강원도,강릉시,37.76452356,128.8996276,정동진,강원도,강릉시,37.69143013,129.0326896,2600
강릉,강원도,강릉시,37.76452356,128.8996276,죽변,경상북도,울진군,37.04928413,129.4042167,6800
강릉,강원도,강릉시,37.76452356,128.8996276,추암,강원도,동해시,37.47853609,129.1572467,3300
강릉,강원도,강릉시,37.76452356,128.8996276,평해,경상북도,울진군,36.72543442,129.4456758,9300
강릉,강원도,강릉시,37.76452356,128.8996276,포항,경상북도,포항시 북구,36.07160518,129.3419282,14100
강릉,강원도,강릉시,37.76452356,128.8996276,하양,경상북도,경산시,35.90992895,128.8182343,19900
강릉,강원도,강릉시,37.76452356,128.8996276,후포,경상북도,울진군,36.68307079,129.437207,9600
강릉,강원도,강릉시,37.76452356,128.8996276,흥부,경상북도,울진군,37.09730421,129.3693639,6400
강진,전라남도,강진군,34.6286252,126.7722358,목포,전라남도,목포시,34.79113446,126.3865755,3400
강진,전라남도,강진군,34.6286252,126.7722358,영암,전라남도,영암군,34.7587506,126.5311507,2600
강진,전라남도,강진군,34.6286252,126.7722358,임성리,전라남도,목포시,34.82071561,126.4349908,2900
강진,전라남도,강진군,34.6286252,126.7722358,해남,전라남도,해남군,34.63713155,126.637541,2600
개포,경상북도,예천군,36.62692369,128.3286472,김천,경상북도,김천시,36.12346257,128.1147031,4600
개포,경상북도,예천군,36.62692369,128.3286472,상주,경상북도,상주시,36.4104366,128.1638154,2600
개포,경상북도,예천군,36.62692369,128.3286472,옥산,경상북도,상주시,36.2829268,128.0943991,3300
개포,경상북도,예천군,36.62692369,128.3286472,용궁,경상북도,예천군,36.60691628,128.2734436,2600
개포,경상북도,예천군,36.62692369,128.3286472,점촌,경상북도,문경시,36.59549054,128.2033899,2600
개포,경상북도,예천군,36.62692369,128.3286472,청리,경상북도,상주시,36.33915386,128.1289162,2900
개포,경상북도,예천군,36.62692369,128.3286472,함창,경상북도,상주시,36.5696578,128.1748823,2600
경산,경상북도,경산시,35.8193643,128.7276182,구포,부산광역시,북구,35.20548095,128.997114,5600
경산,경상북도,경산시,35.8193643,128.7276182,군북,경상남도,함안군,35.25207072,128.3518884,7200
경산,경상북도,경산시,35.8193643,128.7276182,남성현,경상북도,청도군,35.7046957,128.7163191,2600
경산,경상북도,경산시,35.8193643,128.7276182,마산,경상남도,창원시 마산회원구,35.23614083,128.5770291,5700
경산,경상북도,경산시,35.8193643,128.7276182,물금,경상남도,양산시,35.30715588,128.9853192,4800
경산,경상북도,경산시,35.8193643,128.7276182,밀양,경상남도,밀양시,35.47452401,128.7711928,2800
경산,경상북도,경산시,35.8193643,128.7276182,반성,경상남도,진주시,35.17474202,128.2580377,8100
경산,경상북도,경산시,35.8193643,128.7276182,부산,부산광역시,동구,35.11520341,129.0415499,6700
경산,경상북도,경산시,35.8193643,128.7276182,사상,부산광역시,사상구,35.16256828,128.9887247,5900
경산,경상북도,경산시,35.8193643,128.7276182,삼랑진,경상남도,밀양시,35.39943634,128.843088,3600
경산,경상북도,경산시,35.8193643,128.7276182,상동,경상남도,밀양시,35.5556015,128.7607608,2600
경산,경상북도,경산시,35.8193643,128.7276182,원동,경상남도,양산시,35.36274467,128.9208103,4200
경산,경상북도,경산시,35.8193643,128.7276182,중리,경상남도,창원시 마산회원구,35.24966655,128.518841,6200
경산,경상북도,경산시,35.8193643,128.7276182,진례,경상남도,김해시,35.26669573,128.7630921,4700
경산,경상북도,경산시,35.8193643,128.7276182,진영,경상남도,김해시,35.29857664,128.7739275,4400
경산,경상북도,경산시,35.8193643,128.7276182,진주,경상남도,진주시,35.15071327,128.1179168,8900
경산,경상북도,경산시,35.8193643,128.7276182,창원,경상남도,창원시 의창구,35.25745394,128.6066268,5500
경산,경상북도,경산시,35.8193643,128.7276182,창원중앙,경상남도,창원시 의창구,35.24235021,128.7013074,5300
경산,경상북도,경산시,35.8193643,128.7276182,청도,경상북도,청도군,35.64006726,128.7464994,2600
경산,경상북도,경산시,35.8193643,128.7276182,한림정,경상남도,김해시,35.32321295,128.8035565,4100
경산,경상북도,경산시,35.8193643,128.7276182,함안,경상남도,함안군,35.24934111,128.4249835,6700
경산,경상북도,경산시,35.8193643,128.7276182,화명,부산광역시,북구,35.23451172,129.0076404,5400
경주,경상북도,경주시,35.79837725,129.1389994,기장,부산광역시,기장군,35.24387506,129.2186243,5200
경주,경상북도,경주시,35.79837725,129.1389994,남창,울산광역시,울주군,35.4185479,129.2826515,3800
경주,경상북도,경주시,35.79837725,129.1389994,부전,부산광역시,부산진구,35.16465141,129.0601198,6800
경주,경상북도,경주시,35.79837725,129.1389994,북울산,울산광역시,북구,35.6147491,129.371801,2600
경주,경상북도,경주시,35.79837725,129.1389994,센텀,부산광역시,해운대구,35.17929636,129.1246103,6200
경주,경상북도,경주시,35.79837725,129.1389994,신해운대,부산광역시,해운대구,35.18164309,129.1771499,5800
경주,경상북도,경주시,35.79837725,129.1389994,태화강,울산광역시,남구,35.53884117,129.3533323,2700
계룡,충청남도,계룡시,36.27298747,127.2652539,강경,충청남도,논산시,36.15424361,127.0155232,2600
계룡,충청남도,계룡시,36.27298747,127.2652539,곡성,전라남도,곡성군,35.2836103,127.3036839,10300
계룡,충청남도,계룡시,36.27298747,127.2652539,광주,광주광역시,북구,35.16530024,126.9093335,11100
계룡,충청남도,계룡시,36.27298747,127.2652539,광주송정,광주광역시,광산구,35.13766751,126.790805,10400
계룡,충청남도,계룡시,36.27298747,127.2652539,구례구,전라남도,순천시,35.1634297,127.4525786,11700
계룡,충청남도,계룡시,36.27298747,127.2652539,극락강,광주광역시,광산구,35.1761812,126.8302949,10700
계룡,충청남도,계룡시,36.27298747,127.2652539,김제,전라북도,김제시,35.79248017,126.902986,5200
계룡,충청남도,계룡시,36.27298747,127.2652539,나주,전라남도,나주시,35.01407834,126.7171749,11400
계룡,충청남도,계룡시,36.27298747,127.2652539,남원,전라북도,남원시,35.41123171,127.36139,9200
계룡,충청남도,계룡시,36.27298747,127.2652539,논산,충청남도,논산시,36.20728183,127.0924849,2600
계룡,충청남도,계룡시,36.27298747,127.2652539,능주,전라남도,화순군,34.98668588,126.9639924,12500
계룡,충청남도,계룡시,36.27298747,127.2652539,다시,전라남도,나주시,35.01667787,126.6411257,11900
계룡,충청남도,계룡시,36.27298747,127.2652539,득량,전라남도,보성군,34.7614922,127.1701628,15200
계룡,충청남도,계룡시,36.27298747,127.2652539,명봉,전라남도,보성군,34.82787046,127.0754666,14000
계룡,충청남도,계룡시,36.27298747,127.2652539,목포,전라남도,목포시,34.79113446,126.3865755,14700
계룡,충청남도,계룡시,36.27298747,127.2652539,몽탄,전라남도,무안군,34.92986522,126.5032265,13300
계룡,충청남도,계룡시,36.27298747,127.2652539,무안,전라남도,무안군,34.96271635,126.5169426,13000
계룡,충청남도,계룡시,36.27298747,127.2652539,백양사,전라남도,장성군,35.43139575,126.8080975,8000
계룡,충청남도,계룡시,36.27298747,127.2652539,벌교,전라남도,보성군,34.84204261,127.3453052,16500
계룡,충청남도,계룡시,36.27298747,127.2652539,보성,전라남도,보성군,34.76703189,127.0816462,14600
계룡,충청남도,계룡시,36.27298747,127.2652539,삼례,전라북도,완주군,35.9042244,127.066266,4900
계룡,충청남도,계룡시,36.27298747,127.2652539,서광주,광주광역시,서구,35.12531641,126.8470984,10700
계룡,충청남도,계룡시,36.27298747,127.2652539,순천,전라남도,순천시,34.9458018,127.5030853,15700
계룡,충청남도,계룡시,36.27298747,127.2652539,신태인,전라북도,정읍시,35.68799552,126.8844467,6000
계룡,충청남도,계룡시,36.27298747,127.2652539,여수EXPO,전라남도,여수시,34.75306664,127.7486407,15700
계룡,충청남도,계룡시,36.27298747,127.2652539,여천,전라남도,여수시,34.77913289,127.6641677,15100
계룡,충청남도,계룡시,36.27298747,127.2652539,연산,충청남도,논산시,36.21229585,127.2008163,2600
계룡,충청남도,계룡시,36.27298747,127.2652539,예당,전라남도,보성군,34.77864927,127.2022956,15400
계룡,충청남도,계룡시,36.27298747,127.2652539,오수,전라북도,임실군,35.5429081,127.3205767,8200
계룡,충청남도,계룡시,36.27298747,127.2652539,이양,전라남도,화순군,34.8916083,126.9897559,13200
계룡,충청남도,계룡시,36.27298747,127.2652539,익산,전라북도,익산시,35.94053258,126.9457173,4000
계룡,충청남도,계룡시,36.27298747,127.2652539,일로,전라남도,무안군,34.84844236,126.4777239,13900
계룡,충청남도,계룡시,36.27298747,127.2652539,임성리,전라남도,목포시,34.82071561,126.4349908,14200
계룡,충청남도,계룡시,36.27298747,127.2652539,임실,전라북도,임실군,35.63292561,127.2899234,7500
계룡,충청남도,계룡시,36.27298747,127.2652539,장성,전라남도,장성군,35.30002217,126.7801939,9000
계룡,충청남도,계룡시,36.27298747,127.2652539,전주,전라북도,전주시 덕진구,35.84985312,127.1618034,5700
계룡,충청남도,계룡시,36.27298747,127.2652539,정읍,전라북도,정읍시,35.57550653,126.8422496,6900
계룡,충청남도,계룡시,36.27298747,127.2652539,조성,전라남도,보성군,34.80679327,127.2480374,15800
계룡,충청남도,계룡시,36.27298747,127.2652539,함열,전라북도,익산시,36.08017404,126.956959,3000
계룡,충청남도,계룡시,36.27298747,127.2652539,함평,전라남도,함평군,35.02393589,126.5387342,12500
계룡,충청남도,계룡시,36.27298747,127.2652539,화순,전라남도,화순군,35.05154507,126.9621839,11900
계룡,충청남도,계룡시,36.27298747,127.2652539,효천,광주광역시,남구,35.10289439,126.8775744,11000
고래불,경상북도,영덕군,36.60258315,129.4064732,강구,경상북도,영덕군,36.35230668,129.3719731,2600
고래불,경상북도,영덕군,36.60258315,129.4064732,동대구,대구광역시,동구,35.87932399,128.6283938,11100
고래불,경상북도,영덕군,36.60258315,129.4064732,서경주,경상북도,경주시,35.8847415,129.1803472,5600
고래불,경상북도,영덕군,36.60258315,129.4064732,아화,경상북도,경주시,35.89782388,129.0515721,7800
고래불,경상북도,영덕군,36.60258315,129.4064732,안강,경상북도,경주시,35.9707319,129.2331083,4900
고래불,경상북도,영덕군,36.60258315,129.4064732,영덕,경상북도,영덕군,36.41029112,129.3774273,2600
고래불,경상북도,영덕군,36.60258315,129.4064732,영천,경상북도,영천시,35.95952142,128.9391646,8800
고래불,경상북도,영덕군,36.60258315,129.4064732,영해,경상북도,영덕군,36.53830429,129.3966546,2600
고래불,경상북도,영덕군,36.60258315,129.4064732,월포,경상북도,포항시 북구,36.20408746,129.3667346,2900
고래불,경상북도,영덕군,36.60258315,129.4064732,장사,경상북도,영덕군,36.2844065,129.369466,2600
고래불,경상북도,영덕군,36.60258315,129.4064732,포항,경상북도,포항시 북구,36.07160518,129.3419282,3900
고래불,경상북도,영덕군,36.60258315,129.4064732,하양,경상북도,경산시,35.90992895,128.8182343,9700
고한,강원도,정선군,37.20092821,128.8528852,도계,강원도,삼척시,37.22934588,129.0438833,2600
고한,강원도,정선군,37.20092821,128.8528852,동백산,강원도,태백시,37.15484501,129.0345301,2600
고한,강원도,정선군,37.20092821,128.8528852,동해,강원도,동해시,37.49819799,129.1237942,4900
고한,강원도,정선군,37.20092821,128.8528852,신기,강원도,삼척시,37.34593774,129.084995,3600
고한,강원도,정선군,37.20092821,128.8528852,태백,강원도,태백시,37.17614546,128.9841606,2600
곡성,전라남도,곡성군,35.2836103,127.3036839,구례구,전라남도,순천시,35.1634297,127.4525786,2600
곡성,전라남도,곡성군,35.2836103,127.3036839,순천,전라남도,순천시,34.9458018,127.5030853,3100
곡성,전라남도,곡성군,35.2836103,127.3036839,여수EXPO,전라남도,여수시,34.75306664,127.7486407,5400
곡성,전라남도,곡성군,35.2836103,127.3036839,여천,전라남도,여수시,34.77913289,127.6641677,4800
광양,전라남도,광양시,34.95655472,127.587714,강진,전라남도,강진군,34.6286252,126.7722358,6100
광양,전라남도,광양시,34.95655472,127.587714,득량,전라남도,보성군,34.7614922,127.1701628,3300
광양,전라남도,광양시,34.95655472,127.587714,목포,전라남도,목포시,34.79113446,126.3865755,9500
광양,전라남도,광양시,34.95655472,127.587714,벌교,전라남도,보성군,34.84204261,127.3453052,2600
광양,전라남도,광양시,34.95655472,127.587714,순천,전라남도,순천시,34.9458018,127.5030853,2600
광양,전라남도,광양시,34.95655472,127.587714,신보성,전라남도,보성군,34.75958083,127.0855,3900
광양,전라남도,광양시,34.95655472,127.587714,영암,전라남도,영암군,34.7587506,126.5311507,8200
광양,전라남도,광양시,34.95655472,127.587714,예당,전라남도,보성군,34.77864927,127.2022956,3000
광양,전라남도,광양시,34.95655472,127.587714,임성리,전라남도,목포시,34.82071561,126.4349908,9000
광양,전라남도,광양시,34.95655472,127.587714,장동,전라남도,장흥군,34.75344503,126.9950678,4400
광양,전라남도,광양시,34.95655472,127.587714,전남장흥,전라남도,장흥군,34.6691967,126.9107393,5200
광양,전라남도,광양시,34.95655472,127.587714,조성,전라남도,보성군,34.80679327,127.2480374,2700
광양,전라남도,광양시,34.95655472,127.587714,해남,전라남도,해남군,34.63713155,126.637541,7000
광주,광주광역시,북구,35.16530024,126.9093335,광주송정,광주광역시,광산구,35.13766751,126.790805,2600
광주,광주광역시,북구,35.16530024,126.9093335,극락강,광주광역시,광산구,35.1761812,126.8302949,2600
광주,광주광역시,북구,35.16530024,126.9093335,나주,전라남도,나주시,35.01407834,126.7171749,2600
광주,광주광역시,북구,35.16530024,126.9093335,다시,전라남도,나주시,35.01667787,126.6411257,2600
광주,광주광역시,북구,35.16530024,126.9093335,목포,전라남도,목포시,34.79113446,126.3865755,5200
광주,광주광역시,북구,35.16530024,126.9093335,몽탄,전라남도,무안군,34.92986522,126.5032265,3800
광주,광주광역시,북구,35.16530024,126.9093335,무안,전라남도,무안군,34.96271635,126.5169426,3500
광주,광주광역시,북구,35.16530024,126.9093335,일로,전라남도,무안군,34.84844236,126.4777239,4400
광주,광주광역시,북구,35.16530024,126.9093335,임성리,전라남도,목포시,34.82071561,126.4349908,4700
광주,광주광역시,북구,35.16530024,126.9093335,함평,전라남도,함평군,35.02393589,126.5387342,3000
광주송정,광주광역시,광산구,35.13766751,126.790805,나주,전라남도,나주시,35.01407834,126.7171749,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,능주,전라남도,화순군,34.98668588,126.9639924,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,다시,전라남도,나주시,35.01667787,126.6411257,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,득량,전라남도,보성군,34.7614922,127.1701628,4900
광주송정,광주광역시,광산구,35.13766751,126.790805,명봉,전라남도,보성군,34.82787046,127.0754666,3800
광주송정,광주광역시,광산구,35.13766751,126.790805,목포,전라남도,목포시,34.79113446,126.3865755,4300
광주송정,광주광역시,광산구,35.13766751,126.790805,몽탄,전라남도,무안군,34.92986522,126.5032265,2900
광주송정,광주광역시,광산구,35.13766751,126.790805,무안,전라남도,무안군,34.96271635,126.5169426,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,벌교,전라남도,보성군,34.84204261,127.3453052,6200
광주송정,광주광역시,광산구,35.13766751,126.790805,보성,전라남도,보성군,34.76703189,127.0816462,4300
광주송정,광주광역시,광산구,35.13766751,126.790805,순천,전라남도,순천시,34.9458018,127.5030853,7700
광주송정,광주광역시,광산구,35.13766751,126.790805,예당,전라남도,보성군,34.77864927,127.2022956,5200
광주송정,광주광역시,광산구,35.13766751,126.790805,이양,전라남도,화순군,34.8916083,126.9897559,3000
광주송정,광주광역시,광산구,35.13766751,126.790805,일로,전라남도,무안군,34.84844236,126.4777239,3500
광주송정,광주광역시,광산구,35.13766751,126.790805,임성리,전라남도,목포시,34.82071561,126.4349908,3900
광주송정,광주광역시,광산구,35.13766751,126.790805,조성,전라남도,보성군,34.80679327,127.2480374,5500
광주송정,광주광역시,광산구,35.13766751,126.790805,함평,전라남도,함평군,35.02393589,126.5387342,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,화순,전라남도,화순군,35.05154507,126.9621839,2600
광주송정,광주광역시,광산구,35.13766751,126.790805,효천,광주광역시,남구,35.10289439,126.8775744,2600
광천,충청남도,홍성군,36.5018823,126.6225658,군산,전라북도,군산시,35.99925254,126.7597894,4100
광천,충청남도,홍성군,36.5018823,126.6225658,대야,전라북도,군산시,35.94516363,126.8240465,4800
광천,충청남도,홍성군,36.5018823,126.6225658,대천,충청남도,보령시,36.3416402,126.586421,2600
광천,충청남도,홍성군,36.5018823,126.6225658,서천,충청남도,서천군,36.08221278,126.7081208,3400
광천,충청남도,홍성군,36.5018823,126.6225658,웅천,충청남도,보령시,36.23546809,126.6066972,2600
광천,충청남도,홍성군,36.5018823,126.6225658,익산,전라북도,익산시,35.94053258,126.9457173,5500
광천,충청남도,홍성군,36.5018823,126.6225658,장항,충청남도,서천군,36.03987181,126.7149439,3700
광천,충청남도,홍성군,36.5018823,126.6225658,청소,충청남도,보령시,36.44571443,126.5906655,2600
광천,충청남도,홍성군,36.5018823,126.6225658,판교(충남),충청남도,서천군,36.15536578,126.6794891,2800
구례구,전라남도,순천시,35.1634297,127.4525786,순천,전라남도,순천시,34.9458018,127.5030853,2600
구례구,전라남도,순천시,35.1634297,127.4525786,여수EXPO,전라남도,여수시,34.75306664,127.7486407,4100
구례구,전라남도,순천시,35.1634297,127.4525786,여천,전라남도,여수시,34.77913289,127.6641677,3500
구미,경상북도,구미시,36.12827222,128.3310162,경산,경상북도,경산시,35.8193643,128.7276182,4000
구미,경상북도,구미시,36.12827222,128.3310162,구포,부산광역시,북구,35.20548095,128.997114,9600
구미,경상북도,구미시,36.12827222,128.3310162,군북,경상남도,함안군,35.25207072,128.3518884,11200
구미,경상북도,구미시,36.12827222,128.3310162,남성현,경상북도,청도군,35.7046957,128.7163191,5000
구미,경상북도,구미시,36.12827222,128.3310162,대구,대구광역시,북구,35.87616902,128.595842,3000
구미,경상북도,구미시,36.12827222,128.3310162,동대구,대구광역시,동구,35.87932399,128.6283938,3200
구미,경상북도,구미시,36.12827222,128.3310162,마산,경상남도,창원시 마산회원구,35.23614083,128.5770291,9700
구미,경상북도,구미시,36.12827222,128.3310162,물금,경상남도,양산시,35.30715588,128.9853192,8800
구미,경상북도,구미시,36.12827222,128.3310162,밀양,경상남도,밀양시,35.47452401,128.7711928,6800
구미,경상북도,구미시,36.12827222,128.3310162,반성,경상남도,진주시,35.17474202,128.2580377,12100
구미,경상북도,구미시,36.12827222,128.3310162,부산,부산광역시,동구,35.11520341,129.0415499,10700
구미,경상북도,구미시,36.12827222,128.3310162,사상,부산광역시,사상구,35.16256828,128.9887247,10000
구미,경상북도,구미시,36.12827222,128.3310162,삼랑진,경상남도,밀양시,35.39943634,128.843088,7600
구미,경상북도,구미시,36.12827222,128.3310162,상동,경상남도,밀양시,35.5556015,128.7607608,6200
구미,경상북도,구미시,36.12827222,128.3310162,신동,경상북도,칠곡군,35.95574954,128.4860049,2600
구미,경상북도,구미시,36.12827222,128.3310162,약목,경상북도,칠곡군,36.03719609,128.3642053,2600
구미,경상북도,구미시,36.12827222,128.3310162,왜관,경상북도,칠곡군,35.99226291,128.4000187,2600
구미,경상북도,구미시,36.12827222,128.3310162,원동,경상남도,양산시,35.36274467,128.9208103,8200
구미,경상북도,구미시,36.12827222,128.3310162,중리,경상남도,창원시 마산회원구,35.24966655,128.518841,10200
구미,경상북도,구미시,36.12827222,128.3310162,진례,경상남도,김해시,35.26669573,128.7630921,8700
구미,경상북도,구미시,36.12827222,128.3310162,진영,경상남도,김해시,35.29857664,128.7739275,8400
구미,경상북도,구미시,36.12827222,128.3310162,진주,경상남도,진주시,35.15071327,128.1179168,12900
구미,경상북도,구미시,36.12827222,128.3310162,창원,경상남도,창원시 의창구,35.25745394,128.6066268,9500
구미,경상북도,구미시,36.12827222,128.3310162,창원중앙,경상남도,창원시 의창구,35.24235021,128.7013074,9300
구미,경상북도,구미시,36.12827222,128.3310162,청도,경상북도,청도군,35.64006726,128.7464994,5500
구미,경상북도,구미시,36.12827222,128.3310162,한림정,경상남도,김해시,35.32321295,128.8035565,8100
구미,경상북도,구미시,36.12827222,128.3310162,함안,경상남도,함안군,35.24934111,128.4249835,10700
구미,경상북도,구미시,36.12827222,128.3310162,화명,부산광역시,북구,35.23451172,129.0076404,9400
구포,부산광역시,북구,35.20548095,128.997114,강진,전라남도,강진군,34.6286252,126.7722358,17800
구포,부산광역시,북구,35.20548095,128.997114,광양,전라남도,광양시,34.95655472,127.587714,11100
구포,부산광역시,북구,35.20548095,128.997114,군북,경상남도,함안군,35.25207072,128.3518884,5700
